2002	4.005	-2.168	-0.533	0.351	3.272	1.5338	1.156
2002	1.156	4.005	-2.168	-0.533	0.351	1.5051	-0.159
2002	-0.159	1.156	4.005	-2.168	-0.533	1.2653	2.361
2002	2.361	-0.159	1.156	4.005	-2.168	1.2998	-1.396
2002	-1.396	2.361	-0.159	1.156	4.005	1.3085	1.273
2002	1.273	-1.396	2.361	-0.159	1.156	1.3531	1.405
2002	1.405	1.273	-1.396	2.361	-0.159	1.373	-2.269
2002	-2.269	1.405	1.273	-1.396	2.361	1.0715	0.754
2002	0.754	-2.269	1.405	1.273	-1.396	1.0169	-1.385
2002	-1.385	0.754	-2.269	1.405	1.273	1.3077	-1.813
2002	-1.813	-1.385	0.754	-2.269	1.405	1.1466	-0.008
2002	-0.008	-1.813	-1.385	0.754	-2.269	1.2711	-0.188
2002	-0.188	-0.008	-1.813	-1.385	0.754	0.9299	-4.154
2002	-4.154	-0.188	-0.008	-1.813	-1.385	1.2898	1.752
2002	1.752	-4.154	-0.188	-0.008	-1.813	1.3721	-1.595
2002	-1.595	1.752	-4.154	-0.188	-0.008	1.4013	1.68
2002	1.68	-1.595	1.752	-4.154	-0.188	1.1845	1.011
2002	1.011	1.68	-1.595	1.752	-4.154	1.1306	0.733
2002	0.733	1.011	1.68	-1.595	1.752	1.1864	-0.014
2002	-0.014	0.733	1.011	1.68	-1.595	0.8466	-2.478
2002	-2.478	-0.014	0.733	1.011	1.68	1.1916	0.327
2002	0.327	-2.478	-0.014	0.733	1.011	1.271	0.145
2002	0.145	0.327	-2.478	-0.014	0.733	1.0014	-1.973
2002	-1.973	0.145	0.327	-2.478	-0.014	1.4486	-0.465
2002	-0.465	-1.973	0.145	0.327	-2.478	1.501	-3.006
2002	-3.006	-0.465	-1.973	0.145	0.327	1.524	0.245
2002	0.245	-3.006	-0.465	-1.973	0.145	1.7928	-1.383
2002	-1.383	0.245	-3.006	-0.465	-1.973	1.3811	-1.728
2002	-1.728	-1.383	0.245	-3.006	-0.465	1.67024	2.486
2002	2.486	-1.728	-1.383	0.245	-3.006	1.6515	1.821
2002	1.821	2.486	-1.728	-1.383	0.245	1.65	-3.226
2002	-3.226	1.821	2.486	-1.728	-1.383	1.5073	-1.461
2002	-1.461	-3.226	1.821	2.486	-1.728	1.72187	4.002
2002	4.002	-1.461	-3.226	1.821	2.486	1.7809	-2.359
2002	-2.359	4.002	-1.461	-3.226	1.821	1.6689	-1.082
2002	-1.082	-2.359	4.002	-1.461	-3.226	1.6745	-2.243
2002	-2.243	-1.082	-2.359	4.002	-1.461	1.83593	-1.911
2002	-1.911	-2.243	-1.082	-2.359	4.002	1.5765	1.69
2002	1.69	-1.911	-2.243	-1.082	-2.359	1.93843	-2.729
2002	-2.729	1.69	-1.911	-2.243	-1.082	1.88503	3.497
2002	3.497	-2.729	1.69	-1.911	-2.243	2.09023	3.906
2002	3.906	3.497	-2.729	1.69	-1.911	1.85413	0.733
2002	0.733	3.906	3.497	-2.729	1.69	1.2003	4.734
2002	4.734	0.733	3.906	3.497	-2.729	1.956	-2.411
2002	-2.411	4.734	0.733	3.906	3.497	1.585	2.23
2002	2.23	-2.411	4.734	0.733	3.906	1.78039	0.59
2002	0.59	2.23	-2.411	4.734	0.733	1.4231	1.733
2002	1.733	0.59	2.23	-2.411	4.734	1.447	-1.063
2002	-1.063	1.733	0.59	2.23	-2.411	1.5492	0.672
2002	0.672	-1.063	1.733	0.59	2.23	1.5939	-1.522
2002	-1.522	0.672	-1.063	1.733	0.59	1.70057	1.717
2002	1.717	-1.522	0.672	-1.063	1.733	1.3404	-0.827
2002	-0.827	1.717	-1.522	0.672	-1.063	1.3826	-0.908
2002	-0.908	-0.827	1.717	-1.522	0.672	1.5297	0.97
2002	0.97	-0.908	-0.827	1.717	-1.522	1.4223	-0.556
2002	-0.556	0.97	-0.908	-0.827	1.717	1.6413	1.716
2002	1.716	-0.556	0.97	-0.908	-0.827	1.4504	0.82
2002	0.82	1.716	-0.556	0.97	-0.908	1.6459	0.775
2002	0.775	0.82	1.716	-0.556	0.97	1.3541	0.914
2002	0.914	0.775	0.82	1.716	-0.556	1.674	-2.285
2002	-2.285	0.914	0.775	0.82	1.716	1.4669	-0.876
2002	-0.876	-2.285	0.914	0.775	0.82	1.4465	-2.073
2002	-2.073	-0.876	-2.285	0.914	0.775	1.113	0.772
2002	0.772	-2.073	-0.876	-2.285	0.914	1.3771	-0.048
2002	-0.048	0.772	-2.073	-0.876	-2.285	1.4634	2.463
2002	2.463	-0.048	0.772	-2.073	-0.876	1.519	0.615
2002	0.615	2.463	-0.048	0.772	-2.073	1.4001	-1.041
2002	-1.041	0.615	2.463	-0.048	0.772	1.2826	-0.402
2002	-0.402	-1.041	0.615	2.463	-0.048	1.3374	1.941
2002	1.941	-0.402	-1.041	0.615	2.463	1.5173	2.145
2002	2.145	1.941	-0.402	-1.041	0.615	2.4151	-0.344
2002	-0.344	2.145	1.941	-0.402	-1.041	1.6268	0.249
2002	0.249	-0.344	2.145	1.941	-0.402	1.574	-2.097
2002	-2.097	0.249	-0.344	2.145	1.941	1.5436	2.799
2002	2.799	-2.097	0.249	-0.344	2.145	1.3503	-0.273
2002	-0.273	2.799	-2.097	0.249	-0.344	0.64346	-0.19
2002	-0.19	-0.273	2.799	-2.097	0.249	1.612	-1.475
2002	-1.475	-0.19	-0.273	2.799	-2.097	1.4884	-0.344
2002	-0.344	-1.475	-0.19	-0.273	2.799	1.5889	-1.202
2002	-1.202	-0.344	-1.475	-0.19	-0.273	1.2502	0.627
2002	0.627	-1.202	-0.344	-1.475	-0.19	1.2411	-2.218
2002	-2.218	0.627	-1.202	-0.344	-1.475	1.3208	1.396
2002	1.396	-2.218	0.627	-1.202	-0.344	1.2866	0.056
2002	0.056	1.396	-2.218	0.627	-1.202	1.2851	-0.373
2002	-0.373	0.056	1.396	-2.218	0.627	1.2553	-1.342
2002	-1.342	-0.373	0.056	1.396	-2.218	1.3308	2.352
2002	2.352	-1.342	-0.373	0.056	1.396	1.2716	-0.814
2002	-0.814	2.352	-1.342	-0.373	0.056	1.2518	-1.315
2002	-1.315	-0.814	2.352	-1.342	-0.373	1.4462	-0.771
2002	-0.771	-1.315	-0.814	2.352	-1.342	1.3859	1.302
2002	1.302	-0.771	-1.315	-0.814	2.352	1.78273	0.181
2002	0.181	1.302	-0.771	-1.315	-0.814	1.1121	-0.547
2002	-0.547	0.181	1.302	-0.771	-1.315	0.45831	-0.315
2002	-0.315	-0.547	0.181	1.302	-0.771	0.7211	-1.603
2002	-1.603	-0.315	-0.547	0.181	1.302	0.7584	0.456
2002	0.456	-1.603	-0.315	-0.547	0.181	1.0578	0.049
2003	0.049	0.456	-1.603	-0.315	-0.547	1.0885	3.32
2003	3.32	0.049	0.456	-1.603	-0.315	1.2292	-0.048
2003	-0.048	3.32	0.049	0.456	-1.603	1.1308	2.247
2003	2.247	-0.048	3.32	0.049	0.456	1.4359	-0.654
2003	-0.654	2.247	-0.048	3.32	0.049	1.5452	-1.409
2003	-1.409	-0.654	2.247	-0.048	3.32	1.4676	1.939
2003	1.939	-1.409	-0.654	2.247	-0.048	1.5603	0
2003	0	1.939	-1.409	-0.654	2.247	1.4854	-0.141
2003	-0.141	0	1.939	-1.409	-0.654	1.3963	0.583
2003	0.583	-0.141	0	1.939	-1.409	1.3794	-1.443
2003	-1.443	0.583	-0.141	0	1.939	1.4321	-0.394
2003	-0.394	-1.443	0.583	-0.141	0	1.5346	-1.402
2003	-1.402	-0.394	-1.443	0.583	-0.141	1.3582	-1.57
2003	-1.57	-1.402	-0.394	-1.443	0.583	1.3352	-1.043
2003	-1.043	-1.57	-1.402	-0.394	-1.443	1.5608	1.022
2003	1.022	-1.043	-1.57	-1.402	-0.394	1.74455	-2.923
2003	-2.923	1.022	-1.043	-1.57	-1.402	1.5748	-1.616
2003	-1.616	-2.923	1.022	-1.043	-1.57	1.4359	1.305
2003	1.305	-1.616	-2.923	1.022	-1.043	1.4591	0.678
2003	0.678	1.305	-1.616	-2.923	1.022	1.5954	-2.285
2003	-2.285	0.678	1.305	-1.616	-2.923	1.5103	1.313
2003	1.313	-2.285	0.678	1.305	-1.616	1.57853	0.54
2003	0.54	1.313	-2.285	0.678	1.305	1.2585	-1.409
2003	-1.409	0.54	1.313	-2.285	0.678	1.4516	-0.544
2003	-0.544	-1.409	0.54	1.313	-2.285	1.4508	-0.645
2003	-0.645	-0.544	-1.409	0.54	1.313	1.4309	-1.009
2003	-1.009	-0.645	-0.544	-1.409	0.54	1.2768	0.757
2003	0.757	-1.009	-0.645	-0.544	-1.409	1.2382	-0.81
2003	-0.81	0.757	-1.009	-0.645	-0.544	1.307	-1.269
2003	-1.269	-0.81	0.757	-1.009	-0.645	1.2605	-0.16
2003	-0.16	-1.269	-0.81	0.757	-1.009	1.4893	2.143
2003	2.143	-0.16	-1.269	-0.81	0.757	1.4046	1.95
2003	1.95	2.143	-0.16	-1.269	-0.81	1.2508	-0.71
2003	-0.71	1.95	2.143	-0.16	-1.269	1.0756	-0.95
2003	-0.95	-0.71	1.95	2.143	-0.16	1.1941	1.322
2003	1.322	-0.95	-0.71	1.95	2.143	1.3982	-1.838
2003	-1.838	1.322	-0.95	-0.71	1.95	1.2292	0.719
2003	0.719	-1.838	1.322	-0.95	-0.71	1.4837	-1.314
2003	-1.314	0.719	-1.838	1.322	-0.95	1.3744	1.176
2003	1.176	-1.314	0.719	-1.838	1.322	1.2878	0.462
2003	0.462	1.176	-1.314	0.719	-1.838	1.3733	-0.754
2003	-0.754	0.462	1.176	-1.314	0.719	1.2089	-1.536
2003	-1.536	-0.754	0.462	1.176	-1.314	1.2566	0.956
2003	0.956	-1.536	-0.754	0.462	1.176	1.3327	-0.934
2003	-0.934	0.956	-1.536	-0.754	0.462	1.2992	0.826
2003	0.826	-0.934	0.956	-1.536	-0.754	1.3685	-2.583
2003	-2.583	0.826	-0.934	0.956	-1.536	1.255	-0.836
2003	-0.836	-2.583	0.826	-0.934	0.956	1.4277	0.432
2003	0.432	-0.836	-2.583	0.826	-0.934	1.62	3.446
2003	3.446	0.432	-0.836	-2.583	0.826	1.8163	0.165
2003	0.165	3.446	0.432	-0.836	-2.583	1.5419	3.543
2003	3.543	0.165	3.446	0.432	-0.836	1.70042	0.424
2003	0.424	3.543	0.165	3.446	0.432	1.5551	0.874
2003	0.874	0.424	3.543	0.165	3.446	1.4734	0.189
2003	0.189	0.874	0.424	3.543	0.165	1.4391	2.298
2003	2.298	0.189	0.874	0.424	3.543	1.88371	-3.523
2003	-3.523	2.298	0.189	0.874	0.424	1.293	1.216
2003	1.216	-3.523	2.298	0.189	0.874	1.3334	-0.548
2003	-0.548	1.216	-3.523	2.298	0.189	1.3197	-0.164
2003	-0.164	-0.548	1.216	-3.523	2.298	1.2329	-0.578
2003	-0.578	-0.164	-0.548	1.216	-3.523	1.227	-1.774
2003	-1.774	-0.578	-0.164	-0.548	1.216	1.4955	1.214
2003	1.214	-1.774	-0.578	-0.164	-0.548	1.4616	2.612
2003	2.612	1.214	-1.774	-0.578	-0.164	1.5898	-0.505
2003	-0.505	2.612	1.214	-1.774	-0.578	1.3395	0.274
2003	0.274	-0.505	2.612	1.214	-1.774	1.2412	0.123
2003	0.123	0.274	-0.505	2.612	1.214	1.494	-0.186
2003	-0.186	0.123	0.274	-0.505	2.612	1.2354	-1.4
2003	-1.4	-0.186	0.123	0.274	-0.505	1.2937	0.646
2003	0.646	-1.4	-0.186	0.123	0.274	1.2753	-0.376
2003	-0.376	0.646	-1.4	-0.186	0.123	1.1416	1.95
2003	1.95	-0.376	0.646	-1.4	-0.186	1.131	0.63
2003	0.63	1.95	-0.376	0.646	-1.4	1.4602	-1.224
2003	-1.224	0.63	1.95	-0.376	0.646	1.5876	1.554
2003	1.554	-1.224	0.63	1.95	-0.376	1.4306	-0.176
2003	-0.176	1.554	-1.224	0.63	1.95	1.1187	2.17
2003	2.17	-0.176	1.554	-1.224	0.63	1.6312	0.839
2003	0.839	2.17	-0.176	1.554	-1.224	1.6672	-0.826
2003	-0.826	0.839	2.17	-0.176	1.554	1.6481	-1.385
2003	-1.385	-0.826	0.839	2.17	-0.176	1.3358	1.783
2003	1.783	-1.385	-0.826	0.839	2.17	1.273	0.328
2003	0.328	1.783	-1.385	-0.826	0.839	1.5256	-0.1
2003	-0.1	0.328	1.783	-1.385	-0.826	1.78851	-0.068
2003	-0.068	-0.1	0.328	1.783	-1.385	1.3975	1.504
2003	1.504	-0.068	-0.1	0.328	1.783	1.5543	-0.38
2003	-0.38	1.504	-0.068	-0.1	0.328	1.4463	0.846
2003	0.846	-0.38	1.504	-0.068	-0.1	1.6496	-0.51
2003	-0.51	0.846	-0.38	1.504	-0.068	1.5319	-1.006
2003	-1.006	-0.51	0.846	-0.38	1.504	1.3796	1.428
2003	1.428	-1.006	-0.51	0.846	-0.38	1.3261	1.253
2003	1.253	1.428	-1.006	-0.51	0.846	1.3788	-0.297
2003	-0.297	1.253	1.428	-1.006	-0.51	1.4181	-0.32
2003	-0.32	-0.297	1.253	1.428	-1.006	1.4018	0.787
2003	0.787	-0.32	-0.297	1.253	1.428	1.5087	-0.25
2003	-0.25	0.787	-0.32	-0.297	1.253	1.5055	-2.492
2003	-2.492	-0.25	0.787	-0.32	-0.297	1.3757	-0.113
2003	-0.113	-2.492	-0.25	0.787	-0.32	1.5053	0.401
2003	0.401	-0.113	-2.492	-0.25	0.787	1.4578	0.915
2003	0.915	0.401	-0.113	-2.492	-0.25	1.4485	0.145
2003	0.145	0.915	0.401	-0.113	-2.492	1.201	1.957
2003	1.957	0.145	0.915	0.401	-0.113	1.532	0.183
2003	0.183	1.957	0.145	0.915	0.401	1.559	-0.376
2003	-0.376	0.183	1.957	0.145	0.915	1.6858	1.469
2003	1.469	-0.376	0.183	1.957	0.145	1.6888	0.354
2003	0.354	1.469	-0.376	0.183	1.957	1.6625	0.472
2003	0.472	0.354	1.469	-0.376	0.183	1.4502	1.511
2003	1.511	0.472	0.354	1.469	-0.376	1.6187	0.395
2003	0.395	1.511	0.472	0.354	1.469	1.6931	-0.24
2003	-0.24	0.395	1.511	0.472	0.354	1.8372	-1.198
2003	-1.198	-0.24	0.395	1.511	0.472	1.307	0.913
2003	0.913	-1.198	-0.24	0.395	1.511	1.2754	1.283
2003	1.283	0.913	-1.198	-0.24	0.395	1.52	0.103
2003	0.103	1.283	0.913	-1.198	-0.24	1.5531	-0.991
2003	-0.991	0.103	1.283	0.913	-1.198	1.2716	2.238
2003	2.238	-0.991	0.103	1.283	0.913	1.3459	0.091
2003	0.091	2.238	-0.991	0.103	1.283	1.4797	-0.155
2003	-0.155	0.091	2.238	-0.991	0.103	1.4889	-1.524
2003	-1.524	-0.155	0.091	2.238	-0.991	1.5301	0.1
2003	0.1	-1.524	-0.155	0.091	2.238	1.698	-1.411
2003	-1.411	0.1	-1.524	-0.155	0.091	1.3981	0.184
2003	0.184	-1.411	0.1	-1.524	-0.155	1.3883	-0.827
2003	-0.827	0.184	-1.411	0.1	-1.524	1.4592	1.077
2003	1.077	-0.827	0.184	-1.411	0.1	1.3874	-0.974
2003	-0.974	1.077	-0.827	0.184	-1.411	1.2678	-0.176
2003	-0.176	-0.974	1.077	-0.827	0.184	1.5872	0.802
2003	0.802	-0.176	-0.974	1.077	-0.827	1.4602	1.164
2003	1.164	0.802	-0.176	-0.974	1.077	1.5193	-0.81
2003	-0.81	1.164	0.802	-0.176	-0.974	0.7759	1.899
2003	1.899	-0.81	1.164	0.802	-0.176	1.4291	0.34
2003	0.34	1.899	-0.81	1.164	0.802	1.5657	-0.559
2003	-0.559	0.34	1.899	-0.81	1.164	1.618	-1.348
2003	-1.348	-0.559	0.34	1.899	-0.81	1.4657	0.955
2003	0.955	-1.348	-0.559	0.34	1.899	1.2127	0.573
2003	0.573	0.955	-1.348	-0.559	0.34	1.4489	-0.343
2003	-0.343	0.573	0.955	-1.348	-0.559	1.5186	-0.633
2003	-0.633	-0.343	0.573	0.955	-1.348	1.662	-1.243
2003	-1.243	-0.633	-0.343	0.573	0.955	1.6614	1.181
2003	1.181	-1.243	-0.633	-0.343	0.573	1.3652	-1.462
2003	-1.462	1.181	-1.243	-0.633	-0.343	1.2542	0.951
2003	0.951	-1.462	1.181	-1.243	-0.633	1.4397	0.051
2003	0.051	0.951	-1.462	1.181	-1.243	1.3627	-0.709
2003	-0.709	0.051	0.951	-1.462	1.181	1.559	1.74
2003	1.74	-0.709	0.051	0.951	-1.462	1.3975	-0.216
2003	-0.216	1.74	-0.709	0.051	0.951	1.3286	-0.727
2003	-0.727	-0.216	1.74	-0.709	0.051	1.5089	-0.181
2003	-0.181	-0.727	-0.216	1.74	-0.709	1.3919	0.286
2003	0.286	-0.181	-0.727	-0.216	1.74	1.608	-1.026
2003	-1.026	0.286	-0.181	-0.727	-0.216	1.3906	0.272
2003	0.272	-1.026	0.286	-0.181	-0.727	1.3187	-1.766
2003	-1.766	0.272	-1.026	0.286	-0.181	1.3517	0.168
2003	0.168	-1.766	0.272	-1.026	0.286	1.491	0.728
2003	0.728	0.168	-1.766	0.272	-1.026	1.3893	0.356
2003	0.356	0.728	0.168	-1.766	0.272	1.0866	0.307
2003	0.307	0.356	0.728	0.168	-1.766	1.0222	0.995
2003	0.995	0.307	0.356	0.728	0.168	1.1323	-0.638
2003	-0.638	0.995	0.307	0.356	0.728	1.2088	0.659
2003	0.659	-0.638	0.995	0.307	0.356	1.1868	0.016
2003	0.016	0.659	-0.638	0.995	0.307	0.63637	0.916
2003	0.916	0.016	0.659	-0.638	0.995	1.1276	0.261
2003	0.261	0.916	0.016	0.659	-0.638	1.3006	-0.205
2003	-0.205	0.261	0.916	0.016	0.659	1.2108	0.297
2003	0.297	-0.205	0.261	0.916	0.016	1.4071	-1.018
2003	-1.018	0.297	-0.205	0.261	0.916	1.3089	0.065
2003	0.065	-1.018	0.297	-0.205	0.261	0.9717	0.304
2003	0.304	0.065	-1.018	0.297	-0.205	1.1787	0.006
2003	0.006	0.304	0.065	-1.018	0.297	1.0514	0.607
2003	0.607	0.006	0.304	0.065	-1.018	1.1652	0.516
2003	0.516	0.607	0.006	0.304	0.065	0.9451	1.387
2003	1.387	0.516	0.607	0.006	0.304	1.4705	0.419
2003	0.419	1.387	0.516	0.607	0.006	1.6756	0.166
2003	0.166	0.419	1.387	0.516	0.607	1.4539	-0.64
2003	-0.64	0.166	0.419	1.387	0.516	1.4652	1.004
2003	1.004	-0.64	0.166	0.419	1.387	1.2993	-0.821
2003	-0.821	1.004	-0.64	0.166	0.419	1.4148	-1.197
2003	-1.197	-0.821	1.004	-0.64	0.166	1.5821	0.544
2003	0.544	-1.197	-0.821	1.004	-0.64	1.3359	0.217
2003	0.217	0.544	-1.197	-0.821	1.004	1.2367	-0.375
2003	-0.375	0.217	0.544	-1.197	-0.821	1.1513	1.43
2003	1.43	-0.375	0.217	0.544	-1.197	1.4032	-0.325
2003	-0.325	1.43	-0.375	0.217	0.544	1.33821	1.327
2003	1.327	-0.325	1.43	-0.375	0.217	1.4988	-0.316
2003	-0.316	1.327	-0.325	1.43	-0.375	1.5186	-1.301
2003	-1.301	-0.316	1.327	-0.325	1.43	1.2788	0.607
2003	0.607	-1.301	-0.316	1.327	-0.325	1.3017	-1.91
2003	-1.91	0.607	-1.301	-0.316	1.327	1.556	-0.605
2003	-0.605	-1.91	0.607	-1.301	-0.316	1.53	-0.64
2003	-0.64	-0.605	-1.91	0.607	-1.301	1.4725	0.976
2003	0.976	-0.64	-0.605	-1.91	0.607	1.3665	-1.054
2003	-1.054	0.976	-0.64	-0.605	-1.91	1.5905	2.234
2003	2.234	-1.054	0.976	-0.64	-0.605	1.5663	0.198
2003	0.198	2.234	-1.054	0.976	-0.64	1.2693	0.942
2003	0.942	0.198	2.234	-1.054	0.976	1.5705	0.437
2003	0.437	0.942	0.198	2.234	-1.054	1.0258	0.474
2003	0.474	0.437	0.942	0.198	2.234	1.2795	-0.526
2003	-0.526	0.474	0.437	0.942	0.198	1.2625	0.479
2003	0.479	-0.526	0.474	0.437	0.942	1.5787	-0.065
2003	-0.065	0.479	-0.526	0.474	0.437	1.1081	0.702
2003	0.702	-0.065	0.479	-0.526	0.474	1.0405	0.395
2003	0.395	0.702	-0.065	0.479	-0.526	1.2719	-0.259
2003	-0.259	0.395	0.702	-0.065	0.479	1.5211	0.316
2003	0.316	-0.259	0.395	0.702	-0.065	1.4177	-1.024
2003	-1.024	0.316	-0.259	0.395	0.702	1.352	0.516
2003	0.516	-1.024	0.316	-0.259	0.395	1.1726	0.129
2003	0.129	0.516	-1.024	0.316	-0.259	1.498	-1.498
2003	-1.498	0.129	0.516	-1.024	0.316	1.6472	0.331
2003	0.331	-1.498	0.129	0.516	-1.024	1.6043	-0.47
2003	-0.47	0.331	-1.498	0.129	0.516	1.4203	0.216
2003	0.216	-0.47	0.331	-1.498	0.129	1.3718	1.519
2003	1.519	0.216	-0.47	0.331	-1.498	1.6292	0.126
2003	0.126	1.519	0.216	-0.47	0.331	1.5626	-0.112
2003	-0.112	0.126	1.519	0.216	-0.47	1.6297	0.36
2003	0.36	-0.112	0.126	1.519	0.216	1.4989	0.791
2003	0.791	0.36	-0.112	0.126	1.519	1.3782	-0.545
2003	-0.545	0.791	0.36	-0.112	0.126	1.4176	-0.137
2003	-0.137	-0.545	0.791	0.36	-0.112	1.4018	0.593
2003	0.593	-0.137	-0.545	0.791	0.36	1.4539	-0.457
2003	-0.457	0.593	-0.137	-0.545	0.791	1.4405	-0.579
2003	-0.579	-0.457	0.593	-0.137	-0.545	1.2436	-0.052
2003	-0.052	-0.579	-0.457	0.593	-0.137	1.1625	1.143
2003	1.143	-0.052	-0.579	-0.457	0.593	1.3493	-0.011
2003	-0.011	1.143	-0.052	-0.579	-0.457	1.383	-0.762
2003	-0.762	-0.011	1.143	-0.052	-0.579	1.3561	-0.64
2003	-0.64	-0.762	-0.011	1.143	-0.052	1.3743	-0.908
2003	-0.908	-0.64	-0.762	-0.011	1.143	1.3543	0.802
2003	0.802	-0.908	-0.64	-0.762	-0.011	1.3262	-0.843
2003	-0.843	0.802	-0.908	-0.64	-0.762	1.3267	0.158
2003	0.158	-0.843	0.802	-0.908	-0.64	1.2738	1.623
2003	1.623	0.158	-0.843	0.802	-0.908	1.3028	0.172
2003	0.172	1.623	0.158	-0.843	0.802	1.3337	0.433
2003	0.433	0.172	1.623	0.158	-0.843	1.0977	-0.024
2003	-0.024	0.433	0.172	1.623	0.158	0.48722	1.126
2003	1.126	-0.024	0.433	0.172	1.623	1.375	-0.327
2003	-0.327	1.126	-0.024	0.433	0.172	1.3832	-0.177
2003	-0.177	-0.327	1.126	-0.024	0.433	1.4417	0.469
2003	0.469	-0.177	-0.327	1.126	-0.024	1.4631	-0.768
2003	-0.768	0.469	-0.177	-0.327	1.126	1.2659	0.735
2003	0.735	-0.768	0.469	-0.177	-0.327	1.2189	-0.853
2003	-0.853	0.735	-0.768	0.469	-0.177	1.4655	-0.107
2003	-0.107	-0.853	0.735	-0.768	0.469	1.444	1.148
2003	1.148	-0.107	-0.853	0.735	-0.768	1.4411	0.274
2003	0.274	1.148	-0.107	-0.853	0.735	1.2231	-0.568
2003	-0.568	0.274	1.148	-0.107	-0.853	1.5208	0.664
2003	0.664	-0.568	0.274	1.148	-0.107	1.5479	0.126
2003	0.126	0.664	-0.568	0.274	1.148	1.4417	1.18
2003	1.18	0.126	0.664	-0.568	0.274	1.5799	-0.048
2003	-0.048	1.18	0.126	0.664	-0.568	1.6573	0.393
2003	0.393	-0.048	1.18	0.126	0.664	1.2517	0.282
2003	0.282	0.393	-0.048	1.18	0.126	1.1453	-0.181
2003	-0.181	0.282	0.393	-0.048	1.18	0.51806	0.169
2003	0.169	-0.181	0.282	0.393	-0.048	0.35607	1.24
2003	1.24	0.169	-0.181	0.282	0.393	1.0588	0.014
2003	0.014	1.24	0.169	-0.181	0.282	1.0126	0.205
2004	0.205	0.014	1.24	0.169	-0.181	1.0275	-0.309
2004	-0.309	0.205	0.014	1.24	0.169	1.1532	1.24
2004	1.24	-0.309	0.205	0.014	1.24	1.5782	0.129
2004	0.129	1.24	-0.309	0.205	0.014	1.4945	0.237
2004	0.237	0.129	1.24	-0.309	0.205	1.7049	0.496
2004	0.496	0.237	0.129	1.24	-0.309	1.8684	-0.889
2004	-0.889	0.496	0.237	0.129	1.24	1.7207	0.479
2004	0.479	-0.889	0.496	0.237	0.129	1.5102	-0.533
2004	-0.533	0.479	-0.889	0.496	0.237	1.5959	0.829
2004	0.829	-0.533	0.479	-0.889	0.496	1.5146	0.135
2004	0.135	0.829	-0.533	0.479	-0.889	1.695	0.687
2004	0.687	0.135	0.829	-0.533	0.479	1.7211	-0.093
2004	-0.093	0.687	0.135	0.829	-0.533	1.6982	0.777
2004	0.777	-0.093	0.687	0.135	0.829	1.7576	-0.321
2004	-0.321	0.777	-0.093	0.687	0.135	1.6937	-0.209
2004	-0.209	-0.321	0.777	-0.093	0.687	1.5612	1.211
2004	1.211	-0.209	-0.321	0.777	-0.093	1.4806	-0.98
2004	-0.98	1.211	-0.209	-0.321	0.777	1.6731	-1.361
2004	-1.361	-0.98	1.211	-0.209	-0.321	1.842	0.499
2004	0.499	-1.361	-0.98	1.211	-0.209	1.9219	-0.263
2004	-0.263	0.499	-1.361	-0.98	1.211	1.635	0.365
2004	0.365	-0.263	0.499	-1.361	-0.98	1.5992	0.068
2004	0.068	0.365	-0.263	0.499	-1.361	1.4769	-0.837
2004	-0.837	0.068	0.365	-0.263	0.499	1.6348	0.184
2004	0.184	-0.837	0.068	0.365	-0.263	1.5666	1.256
2004	1.256	0.184	-0.837	0.068	0.365	1.4776	-0.258
2004	-0.258	1.256	0.184	-0.837	0.068	1.3035	0.503
2004	0.503	-0.258	1.256	0.184	-0.837	1.4039	1.067
2004	1.067	0.503	-0.258	1.256	0.184	1.6993	-0.488
2004	-0.488	1.067	0.503	-0.258	1.256	1.4643	-0.547
2004	-0.547	-0.488	1.067	0.503	-0.258	1.3292	0.976
2004	0.976	-0.547	-0.488	1.067	0.503	1.3965	-0.447
2004	-0.447	0.976	-0.547	-0.488	1.067	1.3824	-0.413
2004	-0.413	-0.447	0.976	-0.547	-0.488	1.5628	-0.257
2004	-0.257	-0.413	-0.447	0.976	-0.547	1.4796	-0.273
2004	-0.273	-0.257	-0.413	-0.447	0.976	1.3804	-0.167
2004	-0.167	-0.273	-0.257	-0.413	-0.447	1.5436	0.402
2004	0.402	-0.167	-0.273	-0.257	-0.413	1.3607	0.108
2004	0.108	0.402	-0.167	-0.273	-0.257	1.3839	0.003
2004	0.003	0.108	0.402	-0.167	-0.273	1.5404	0.963
2004	0.963	0.003	0.108	0.402	-0.167	1.4971	-0.594
2004	-0.594	0.963	0.003	0.108	0.402	1.476	0.168
2004	0.168	-0.594	0.963	0.003	0.108	1.3345	0.334
2004	0.334	0.168	-0.594	0.963	0.003	1.2658	0.172
2004	0.172	0.334	0.168	-0.594	0.963	1.3982	-0.835
2004	-0.835	0.172	0.334	0.168	-0.594	1.2544	-0.577
2004	-0.577	-0.835	0.172	0.334	0.168	1.4994	-1.463
2004	-1.463	-0.577	-0.835	0.172	0.334	1.6484	-1.522
2004	-1.522	-1.463	-0.577	-0.835	0.172	1.8899	1.246
2004	1.246	-1.522	-1.463	-0.577	-0.835	1.3885	-1.435
2004	-1.435	1.246	-1.522	-1.463	-0.577	1.6006	0.562
2004	0.562	-1.435	1.246	-1.522	-1.463	1.5007	1.175
2004	1.175	0.562	-1.435	1.246	-1.522	1.4901	-0.127
2004	-0.127	1.175	0.562	-1.435	1.246	1.3692	-1.117
2004	-1.117	-0.127	1.175	0.562	-1.435	1.4574	-1.296
